,epoch,step,batch_loss,full_loss,lambda_max,step_sharpness,batch_sharpness,gni,total_accuracy
732,5,732,0.126103,,,,,,
733,5,733,0.09339,,,,,,
734,5,734,0.074441,,,,,,
735,5,735,0.16728,,,,,,
736,5,736,0.069941,,,,,,
737,5,737,0.14218,,,,,,
738,5,738,0.111801,,,,,,
739,5,739,0.059666,,,,,,
740,5,740,0.067732,,,,,,
741,5,741,0.06743,,,,,,
742,5,742,0.162872,,,,,,
743,5,743,0.043061,,,,,,
744,5,744,0.105944,,,,,,
745,5,745,0.121638,,,,,,
746,5,746,0.208008,,,,,,
747,5,747,0.018227,,,,,,
748,5,748,0.110519,,,,,,
749,5,749,0.128128,,,,,,
750,5,750,0.063659,,,,,,
751,5,751,0.370703,,,,,,
752,5,752,0.181966,,,,,,
753,5,753,0.132553,,,,,,
754,5,754,0.190451,,,,,,
755,5,755,0.097193,,,,,,
756,5,756,0.052516,,,,,,
757,5,757,0.08155,,,,,,
758,5,758,0.069122,,,,,,
759,5,759,0.126997,,,,,,
760,5,760,0.139498,,,,,,
761,5,761,0.214613,,,,,,
762,5,762,0.081016,,,,,,
763,5,763,0.170648,,,,,,
764,5,764,0.10223,,,,,,
765,5,765,0.122464,,,,,,
766,5,766,0.120062,,,,,,
767,5,767,0.085231,,,,,,
768,6,768,0.108711,0.112839,29.11,,15.2,,
769,6,769,0.063846,,,,,,
770,6,770,0.065426,,,,,,
771,6,771,0.067725,,,,,,
772,6,772,0.079148,,,,,,
773,6,773,0.077326,,,,,,
774,6,774,0.057902,,,,,,
775,6,775,0.135899,,,,,,
776,6,776,0.117444,,,,,,
777,6,777,0.181877,,,,,,
778,6,778,0.124378,,,,,,
779,6,779,0.197354,,,,,,
780,6,780,0.098408,,,,,,
781,6,781,0.126495,,,,,,
782,6,782,0.066263,,,,,,
783,6,783,0.063867,,,,,,
784,6,784,0.129347,,,,,,
785,6,785,0.044399,,,,,,
786,6,786,0.171393,,,,,,
787,6,787,0.069103,,,,,,
788,6,788,0.043003,,,,,,
789,6,789,0.07392,,,,,,
790,6,790,0.059037,,,,,,
791,6,791,0.103109,,,,,,
